r0_1,r2_1,r6_1,x_1,y_1,totalR_1,r0_2,r2_2,r6_2,x_2,y_2,totalR_2,centre_x,centre_y,totalM
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,0.4909516,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,0.5839758,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,0.6152634,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,0.62341404,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,0.61744845,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,0.633566,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,0.6627458,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,0.7326856,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,0.77617425,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,0.8172136,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,0.8459546,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,0.8748192,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,0.9104886,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,0.9519882,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.0117352,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.0739282,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.1490277,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.1925534,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.2610912,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.2959121,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.3402929,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.3774267,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.4258235,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.4725834,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.544514,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.6308715,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.6811583,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.7374858,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.7683254,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.8185166,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.8012216,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.8012216,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.8012216,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.8012216,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.8364221,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.8549758,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.8941982,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.914962,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.9365653,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,1.9825376,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,2.0876818,-2,24,Infinity,NaN,NaN,Infinity
Infinity,Infinity,Infinity,0,0,Infinity,Infinity,Infinity,2.032678,-2,24,Infinity,NaN,NaN,Infinity
Infinity,0.6416831,Infinity,1,21,Infinity,Infinity,Infinity,2.0595222,-2,24,Infinity,NaN,NaN,Infinity
Infinity,0.6957971,Infinity,1,21,Infinity,Infinity,Infinity,2.0595222,-2,24,Infinity,NaN,NaN,Infinity
Infinity,0.80634475,Infinity,1,21,Infinity,Infinity,Infinity,2.0595222,-2,24,Infinity,NaN,NaN,Infinity
Infinity,0.8970531,Infinity,1,21,Infinity,Infinity,Infinity,2.0595222,-2,24,Infinity,NaN,NaN,Infinity
Infinity,0.98120254,Infinity,1,21,Infinity,Infinity,Infinity,2.0876818,-2,24,Infinity,NaN,NaN,Infinity
Infinity,1.0340985,Infinity,1,21,Infinity,Infinity,Infinity,2.0876818,-2,24,Infinity,NaN,NaN,Infinity
Infinity,1.0699787,Infinity,1,21,Infinity,Infinity,Infinity,2.0876818,-2,24,Infinity,NaN,NaN,Infinity
Infinity,1.1117046,Infinity,1,21,Infinity,Infinity,Infinity,2.1172721,-2,24,Infinity,NaN,NaN,Infinity
Infinity,1.1512805,Infinity,1,21,Infinity,Infinity,0.41491637,2.1172721,0.97,21.03,Infinity,NaN,NaN,Infinity
Infinity,1.1946394,Infinity,1,21,Infinity,Infinity,0.48264536,2.1172721,0.95,21.05,Infinity,NaN,NaN,Infinity
Infinity,1.2374098,Infinity,1,21,Infinity,Infinity,0.52301854,2.0876818,0.93,21.07,Infinity,NaN,NaN,Infinity
Infinity,1.2778473,Infinity,1,21,Infinity,Infinity,0.56146437,2.0876818,0.92,21.08,Infinity,NaN,NaN,Infinity
Infinity,1.3116032,Infinity,1,21,Infinity,Infinity,0.6109391,2.0876818,0.9,21.1,Infinity,NaN,NaN,Infinity
