r0_1,r2_1,r6_1,x_1,y_1,totalR_1,r0_2,r2_2,r6_2,x_2,y_2,totalR_2,centre_x,centre_y,totalM
0.8704008,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
1.3198732,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
1.8912644,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
2.522973,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
3.0267572,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
3.3457246,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
3.2558806,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
3.3457246,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
3.3457246,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
3.4440944,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
3.5524547,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
3.5524547,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
3.6726496,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
3.8070421,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
3.9587197,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
3.9587197,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
4.1318073,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
4.3319674,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
4.5672274,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
4.849434,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
4.849434,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
5.640304,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
5.640304,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
5.640304,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
6.234694,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
6.234694,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
5.640304,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
5.640304,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
5.640304,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
5.640304,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
5.640304,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
5.196969,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
4.849434,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
4.5672274,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
4.3319674,Infinity,Infinity,3,13,Infinity,Infinity,Infinity,Infinity,0,0,Infinity,NaN,NaN,Infinity
4.3319674,Infinity,Infinity,3,13,Infinity,0.5983712,Infinity,Infinity,3,13,Infinity,NaN,NaN,Infinity
4.1318073,Infinity,Infinity,3,13,Infinity,0.68763345,Infinity,Infinity,3,13,Infinity,NaN,NaN,Infinity
